Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Sh2d2a,4.097933797,1.085833182,2.716572702,0.399707021,0.68937232,0.999842552
Olfr810,3.826604615,1.085972625,2.868838726,0.378540841,0.70502886,0.999842552
Sycp2l,76.37443103,1.08672771,0.985488016,1.102730518,0.27014421,0.999842552
Cachd1,2094.127341,1.087280731,2.198132155,0.494638472,0.62085534,0.999842552
Eif4e3,1031.907601,1.08765657,0.595288765,1.827107503,0.067683607,0.999842552
Gm42355,9.445469214,1.087734174,1.222952396,0.889432963,0.373770436,0.999842552
Gm34620,112.4314813,1.087838976,1.048484148,1.037534976,0.299486604,0.999842552
Gm14538,15.35134251,1.088273437,1.134592954,0.959175212,0.337470486,0.999842552
Gm16196,10.24776862,1.089503059,1.48691678,0.732726319,0.463725368,0.999842552
Rnf152,148.2630115,1.090078855,0.910847229,1.196774629,0.23139441,0.999842552
Gm30124,16.47435423,1.090125255,1.497427759,0.727998562,0.466614467,0.999842552
Gm36913,4.549221655,1.090213321,3.769996473,0.289181523,0.772442471,0.999842552
Gm13687,6.431344679,1.090607042,2.055898617,0.530477054,0.595781214,0.999842552
Pax5,8.320543271,1.090874004,2.037999789,0.535266986,0.592465252,0.999842552
Gm266,5.26639787,1.091169171,1.97472198,0.552568504,0.580558914,0.999842552
Gm17082,14.56961389,1.091529993,1.038534014,1.051029603,0.293244994,0.999842552
Gm41071,9.716967264,1.091733683,1.3257867,0.823461031,0.410245869,0.999842552
Tbpl2,19.56047991,1.091835066,1.617107631,0.675177734,0.499562851,0.999842552
Gm43117,6.404890789,1.09204289,0.841700087,1.297425183,0.194484932,0.999842552
Nipbl,3337.159624,1.092961784,0.922378763,1.184938149,0.236041903,0.999842552
Ppp2r3a,1096.801753,1.093365812,0.920413968,1.187906584,0.234870215,0.999842552
Gm7361,111.5437259,1.093783044,0.590641849,1.851854971,0.064046652,0.999842552
B3gat2,708.7587374,1.094036781,0.799220328,1.368880073,0.171036766,0.999842552
Orai2-ps,26.78657383,1.094099087,0.696448576,1.570968948,0.116189862,0.999842552
Bmp2k,2442.102615,1.09437649,0.619913115,1.765370764,0.077501474,0.999842552
Mir8114,16.6898101,1.094675617,1.546163958,0.707994525,0.478948657,0.999842552
Cdc27,3657.710772,1.094929101,1.644694234,0.66573414,0.505581048,0.999842552
Zcchc7,1802.026411,1.095224745,0.951051429,1.151593606,0.24948811,0.999842552
Zic5,2.294346306,1.095487382,2.70282966,0.405311292,0.685248707,0.999842552
Gm3696,6.666439026,1.095595096,2.010890456,0.54483082,0.58586988,0.999842552
Cx3cr1,16.75097406,1.095891237,1.495776126,0.732657259,0.463767498,0.999842552
4833419F23Rik,4.716828383,1.096000435,1.333410628,0.821952677,0.411103831,0.999842552
Gramd2,49.46400742,1.096020308,0.647136238,1.693646939,0.090332393,0.999842552
Als2cl,552.8413006,1.096369501,1.007400514,1.088315407,0.276455891,0.999842552
Kdm3a,1284.188686,1.096421998,2.8567063,0.383806343,0.701121986,0.999842552
Gm46353,111.5146977,1.097202495,2.674927542,0.410180268,0.681673715,0.999842552
Phf20l1,11499.52673,1.097478899,0.918647485,1.194668157,0.232216708,0.999842552
Gm10668,3.410941841,1.097737363,1.373666259,0.799129596,0.42421527,0.999842552
Gm39819,7.838827039,1.098136097,1.72662561,0.63600128,0.524775588,0.999842552
Gm38529,26.58752485,1.098883909,1.382419681,0.794898918,0.426672304,0.999842552
Gm32017,2.030589325,1.100055958,1.994270843,0.551608104,0.581216883,0.999842552
Rusc1,747.3379714,1.100294731,1.296193303,0.848866237,0.395955728,0.999842552
Kmt2e,3543.962489,1.10041001,1.026871305,1.071614335,0.283893292,0.999842552
Gm40468,37.05464089,1.100672365,0.821007637,1.340635964,0.180038675,0.999842552
Maml3,424.9583416,1.100789473,1.16555194,0.944436224,0.344946778,0.999842552
Zfp973,18.55506835,1.100815429,1.190671309,0.92453343,0.355208655,0.999842552
Crisp1,30.30910862,1.101232117,1.635509888,0.673326481,0.50073961,0.999842552
Jak1,14388.30182,1.101297976,0.849073539,1.297058412,0.19461109,0.999842552
Napsa,33.62262169,1.101859558,0.929947978,1.184861501,0.236072211,0.999842552
Gm13286,1.50355147,1.102117911,2.111110998,0.522055881,0.601631424,NA
Tnip3,5.970386348,1.103232317,1.978840625,0.557514488,0.577175963,0.999842552
Gm14208,6.884425074,1.103473871,1.94238635,0.568102155,0.569965605,0.999842552
Cxcl1,1406.75752,1.104326752,0.860374278,1.283542268,0.199302161,0.999842552
Iqgap2,353.4242439,1.104958948,1.029326857,1.073477236,0.283057047,0.999842552
Nlrp9c,270.9823184,1.105067378,1.928826576,0.572922103,0.566697438,0.999842552
Ncam2,38.78282135,1.105104287,0.950088184,1.1631597,0.244764714,0.999842552
Arrb2,506.6039503,1.105334417,1.269267128,0.870844594,0.383839012,0.999842552
Aadat,3.913188457,1.105607929,1.928632223,0.573260115,0.566468587,0.999842552
Gm25640,22.70164288,1.105852182,0.881496464,1.254516867,0.209654199,0.999842552
Alg6,149.5626675,1.105965669,0.533806246,2.0718485,0.038279572,0.999842552
Gm31255,33.53556056,1.105978237,1.002062606,1.103701735,0.269722543,0.999842552
Tigit,1187.645814,1.106061134,1.017583275,1.086949011,0.277059345,0.999842552
Gm11764,13.16586126,1.106177124,0.977740844,1.131360248,0.257903496,0.999842552
Dmp1,12.22720231,1.106409693,1.637759302,0.675563065,0.499318099,0.999842552
Gm34697,17.61896222,1.10686687,2.906724517,0.380795243,0.703355189,0.999842552
Ntn3,125.5626083,1.106873961,0.485034668,2.282051231,0.022486316,0.999842552
Mga,1994.012918,1.107199187,0.921471279,1.201555829,0.229535664,0.999842552
Dmc1,9.416638304,1.107789384,1.459413355,0.759064853,0.447813763,0.999842552
Slc5a2,15.83808261,1.10784512,1.560019454,0.710148272,0.477612194,0.999842552
Gm40571,45.53332125,1.108349292,1.554945606,0.712789751,0.475975868,0.999842552
Zfp185,75.38933645,1.108631347,0.797349517,1.390395708,0.164408749,0.999842552
Gm40415,10.57672226,1.109158925,1.24984319,0.887438468,0.374842881,0.999842552
R3hdm1,2630.163613,1.109278948,0.831308939,1.334376302,0.182080562,0.999842552
Trim11,177.9633453,1.109349987,0.790921104,1.402605116,0.160734625,0.999842552
Tjp1,1775.034875,1.109517505,1.113332402,0.996573443,0.318971602,0.999842552
Pogz,2532.933402,1.109681335,2.020235248,0.549283226,0.582811097,0.999842552
Trim36,151.6496061,1.109714781,0.864139222,1.284185178,0.19907717,0.999842552
Tenm4,13658.39771,1.10993128,1.377186104,0.805941388,0.420276645,0.999842552
Gm36753,17.13821428,1.110112773,0.911025503,1.218530952,0.22302227,0.999842552
Gm40588,14.51294099,1.11013347,0.979172265,1.13374685,0.256900752,0.999842552
Erich2,7.263832874,1.110576891,1.329466258,0.835355456,0.403517602,0.999842552
Uhmk1,2009.678484,1.110809963,1.456091508,0.762870985,0.445540342,0.999842552
Trpm4,1755.461376,1.110939492,0.984952728,1.127911482,0.259357304,0.999842552
Gm14869,6.866735855,1.110973849,0.996747861,1.114598679,0.265022437,0.999842552
Gcc2,667.8032032,1.111238672,1.385017683,0.802328148,0.422363164,0.999842552
A930013F10Rik,38.88611097,1.1113111,0.860540522,1.291410539,0.196561358,0.999842552
Gm33301,8.742822279,1.111456752,1.274458708,0.87210103,0.383153264,0.999842552
Hectd1,6207.350681,1.111898538,2.740161249,0.405778506,0.684905353,0.999842552
Armt1,27.22116203,1.112117183,0.642476818,1.730984142,0.083454593,0.999842552
Prkdc,537.4788397,1.112219798,0.784882057,1.417053414,0.156467311,0.999842552
Sec24a,1436.023648,1.112337713,0.856625015,1.298511827,0.194111515,0.999842552
Fam163b,5.663220406,1.112969281,1.994092705,0.558133169,0.576753452,0.999842552
Mbtps2,556.5450944,1.113013632,1.86074455,0.598154987,NA,NA
Gm35405,6.65888982,1.11313407,1.236273731,0.900394502,0.367910346,0.999842552
Vwa7,3.46129015,1.114254459,1.138171925,0.97898607,0.327586863,0.999842552
Gm35701,4.087435772,1.114334868,2.051016338,0.543308626,0.586917326,0.999842552
Nipal2,36.28765317,1.11560689,0.467925554,2.384154662,0.017118406,0.981612581
Nek1,430.7616507,1.115836938,1.126204808,0.990793974,0.321786192,0.999842552
Tmprss4,2.121956721,1.115923205,2.722103909,0.40994879,0.681843513,0.999842552
Gm31759,22.93740885,1.116297953,0.989950159,1.12763046,0.259476017,0.999842552
Galnt15,239.9750254,1.116503233,2.185156967,0.510948756,0.60938694,0.999842552
Gm12098,3.35960827,1.116537386,1.357895914,0.822255502,0.410931496,0.999842552
Ccr5,17.28512652,1.116559942,1.618620613,0.689821897,0.490306197,0.999842552
Gm17927,3.391029954,1.116942953,2.026420766,0.551190045,0.581503404,0.999842552
Gm31391,9.880456014,1.117161914,2.070753397,0.539495391,0.589545076,0.999842552
1520401A03Rik,2.320984436,1.118614596,2.727090738,0.410186057,0.681669468,0.999842552
Gm46424,1.490067333,1.119181221,1.505975019,0.743160548,0.457384485,NA
Usp50,7.802381525,1.119187591,1.713303645,0.653233649,0.513605661,0.999842552
Mmp16,274.6290875,1.119280485,1.123814725,0.995965314,0.319266999,0.999842552
Enpep,554.5642659,1.119305747,0.785340911,1.425248234,0.154085458,0.999842552
Gm31003,7.705376992,1.119408426,2.008014556,0.557470274,0.577206163,0.999842552
Eppk1,30.77233315,1.119995396,0.755972581,1.481529125,0.13846563,0.999842552
Ffar2,10.22262556,1.12011577,1.544784163,0.725095322,0.468393554,0.999842552
Has3,100.1870483,1.120187184,0.952149569,1.176482372,0.239402173,0.999842552
Trpc6,456.339426,1.120597424,1.024984129,1.093282708,0.274269693,0.999842552
Siglec1,90.91221388,1.120768091,0.703625818,1.592846741,0.111194577,0.999842552
Tex19.2,22.62553742,1.120803283,0.914551863,1.225521842,0.220378666,0.999842552
Bod1l,1826.972818,1.121064217,1.01047679,1.109440838,0.267240053,0.999842552
Asgr1,17.66523411,1.121152193,1.03226839,1.086105323,0.277432398,0.999842552
Gm37125,103.1459314,1.121462008,1.176985104,0.952825999,0.340678239,0.999842552
4933413J09Rik,72.16601841,1.121585151,1.281681921,0.875088532,0.381525736,0.999842552
Shroom4,364.4535977,1.121660549,0.996125019,1.126023869,0.260155416,0.999842552
Gm31814,4.28652138,1.122012913,3.773178352,0.297365459,0.766187511,0.999842552
Gm40964,4.817126234,1.122157583,2.793361165,0.401723056,0.687887855,0.999842552
Dmtn,41.25944673,1.122496305,0.765845104,1.465696261,0.142731053,0.999842552
Gm38594,2.434675857,1.122669867,2.301433311,0.487813338,0.625682063,0.999842552
Tcf19,236.346235,1.123139713,1.017706777,1.10359854,0.269767325,0.999842552
Gm20953,7.962796792,1.123502838,0.946944219,1.186450917,0.235444274,0.999842552
Mllt10,742.1170146,1.123746671,1.24472127,0.902809888,0.366626802,0.999842552
Prkcg,8.501888425,1.123881418,1.400328401,0.802584177,0.422215117,0.999842552
Trpc5,999.4499504,1.124163175,0.994526931,1.130349657,0.258328918,0.999842552
Slx4,509.2933134,1.124376895,1.754604544,0.640814991,0.521642892,0.999842552
Amot,558.3558966,1.124404356,3.725330652,0.301826727,NA,NA
AA388235,7.983881728,1.125016217,1.385512001,0.811985906,0.416799719,0.999842552
Gm39709,9.21569441,1.125182287,1.266124902,0.888681902,0.37417406,0.999842552
Gm4869,7.646510658,1.125258833,1.553961139,0.724122891,0.468990292,0.999842552
Itch,2510.150543,1.125386146,0.875281338,1.285742192,0.198533051,0.999842552
Arpp21,1.563636486,1.125592569,2.130304906,0.52837158,0.597241459,NA
Gm1969,10.3279539,1.125733397,0.982214319,1.146117883,0.251746379,0.999842552
Zfp619,330.2125039,1.126527218,1.142475718,0.986040403,0.324113287,0.999842552
C920009B18Rik,0.928241371,1.126758615,3.941507161,0.285869991,0.774977699,NA
Gm24175,0.928241371,1.126758615,3.941507161,0.285869991,0.774977699,NA
Mir6546,0.928241371,1.126758615,3.941507161,0.285869991,0.774977699,NA
Gm41537,4.453335369,1.126785004,2.783818291,0.404762411,0.685652161,0.999842552
Wdr3,1540.609575,1.126851503,2.804558316,0.401792859,NA,NA
Gpr165,183.9796747,1.127787354,1.297139933,0.86944155,0.384605665,0.999842552
Dop1b,660.6848635,1.128105237,0.745504157,1.513211196,0.130226021,0.999842552
Psd3,1860.496287,1.128244022,0.942113263,1.197567285,0.231085519,0.999842552
Gm34389,14.31071127,1.128748826,1.402164928,0.805004321,0.420817186,0.999842552
Gm36844,1.392362057,1.129055368,3.871039895,0.2916672,0.77054109,NA
Pnpla1,1.392362057,1.129055368,3.871039895,0.2916672,0.77054109,NA
Zfp729a,308.4896517,1.129075911,0.949608025,1.188991543,0.234442995,0.999842552
Tcof1,3.82306131,1.129416531,1.955520682,0.577552844,0.563566052,0.999842552
AI593442,1.856482743,1.130334844,3.835191331,0.294727107,0.768202354,NA
Etnppl,1.856482743,1.130334844,3.835191331,0.294727107,0.768202354,NA
Gm35908,1.856482743,1.130334844,3.835191331,0.294727107,0.768202354,NA
Spns3,1.856482743,1.130334844,3.835191331,0.294727107,0.768202354,NA
Rnase1,27.78212529,1.130810251,1.050001082,1.076961034,0.281497674,0.999842552
Cntn4,270.8585885,1.13087068,0.648866447,1.742840433,0.081361491,0.999842552
Sytl5,40.27364349,1.131054953,1.402867479,0.806245044,NA,NA
Calcb,36.4284965,1.131068654,0.629617349,1.796438195,0.072424854,0.999842552
St3gal3,1026.159168,1.131069395,1.071608863,1.05548716,0.291202579,0.999842552
Mir7116,4.409786836,1.131231471,1.015848898,1.113582417,0.265458373,0.999842552
Cpeb2,939.4126608,1.13126736,1.000138028,1.131111235,0.258008276,0.999842552
4921511C10Rik,0.517396945,1.131524581,4.027587908,0.280943485,0.778753747,NA
Gm30552,0.541240501,1.131524581,4.027587908,0.280943485,0.778753747,NA
Mir493,0.527330421,1.131524581,4.027587908,0.280943485,0.778753747,NA
Mir497b,0.527330421,1.131524581,4.027587908,0.280943485,0.778753747,NA
Neurog3,0.541240501,1.131524581,4.027587908,0.280943485,0.778753747,NA
n-TQctg2,0.517396945,1.131524581,4.027587908,0.280943485,0.778753747,NA
Got1l1,18.79572299,1.131678784,0.941798595,1.201614432,0.229512947,0.999842552
Itgb8,35.71438737,1.131914304,1.74747606,0.647742381,0.517151588,0.999842552
Pik3r6,18.3411886,1.131970461,0.763789416,1.48204523,0.13832826,0.999842552
Gm4632,22.51597503,1.132204715,1.323423252,0.855512183,0.392267663,0.999842552
T,2.977896625,1.132683326,3.794427198,0.298512336,0.765312162,0.999842552
Gm16596,51.86907568,1.133401416,1.526763494,0.742355591,0.457871918,0.999842552
Gm46946,54.18321989,1.134145069,1.679801324,0.675166195,0.499570181,0.999842552
Trdc,24.63312706,1.134190274,0.668099629,1.697636438,0.089576401,0.999842552
Fmr1,1885.264842,1.134670913,1.566634546,0.724272879,0.468898224,0.999842552
Spopl,201.019661,1.134684343,0.857340065,1.323493896,0.185671185,0.999842552
Fermt2,6002.886795,1.13514045,1.144941495,0.991439698,0.321470924,0.999842552
Sorbs1,68.87697152,1.135300852,1.84245887,0.616187895,0.537770517,0.999842552
Nox4,56.494161,1.135894975,0.809423453,1.403338352,0.160515967,0.999842552
Gm13169,3.372762262,1.136599781,1.305631393,0.870536499,0.384007282,0.999842552
S100a3,78.74177722,1.136837914,0.743244408,1.529561343,0.126125344,0.999842552
Itga1,356.2947142,1.136882611,0.663861816,1.712528999,0.086799225,0.999842552
Ebf4,355.9290313,1.137179637,0.927139354,1.226546617,0.219993044,0.999842552
Qprt,8.854787989,1.137266477,1.401628794,0.811389208,0.417142195,0.999842552
Plxdc1,85.03272018,1.138010243,0.576093053,1.975393103,0.048223555,0.999842552
Smurf2,1679.174692,1.138124618,1.665337277,0.683419889,0.494341556,0.999842552
Mir7023,1.403014041,1.138271463,2.710654429,0.419924964,0.67454027,NA
Gm40262,17.84599134,1.138403829,1.533964336,0.742131875,0.458007439,0.999842552
Ltb,4.49467562,1.138578432,1.579035391,0.721059476,0.470872922,0.999842552
Dop1a,705.1219972,1.13955611,0.977022053,1.166356589,0.243470302,0.999842552
Rbpj-ps3,137.0550268,1.139824898,1.608708588,0.708534104,0.478613641,0.999842552
Gm36878,1.969748221,1.139837158,1.622938964,0.702329036,0.482473989,NA
Gm34853,3.247443006,1.140353575,3.788900734,0.300972143,0.763435737,0.999842552
Lrriq3,39.29831215,1.140495706,0.848249788,1.344528135,0.178777665,0.999842552
Slc4a3,585.333327,1.140535807,1.082361303,1.053747768,0.291998413,0.999842552
Gm38767,1.870685389,1.140891037,2.678607008,0.425926996,0.670161043,NA
Gm7819,2.087842188,1.141101649,2.144810121,0.532029217,0.59470576,0.999842552
Myh11,492.9581988,1.141125216,0.447124257,2.552143386,0.010706245,0.736426826
Ogn,481.9478092,1.141962365,0.747741734,1.527214962,0.126707567,0.999842552
Ptprc,51.90069417,1.14228286,0.968884933,1.178966481,0.238411523,0.999842552
Iqch,52.48374436,1.142379149,0.640552654,1.783427391,0.074516758,0.999842552
Aif1,18.53602493,1.142558534,1.086446561,1.051647246,0.292961423,0.999842552
Gm14401,1.082481002,1.143545331,3.914634901,0.292120558,0.770194449,NA
Gm15133,1.082481002,1.143545331,3.914634901,0.292120558,0.770194449,NA
Gm8644,1.082481002,1.143545331,3.914634901,0.292120558,0.770194449,NA
Sox5os3,1.082481002,1.143545331,3.914634901,0.292120558,0.770194449,NA
Plin1,16.63998543,1.143752947,0.703355595,1.626137555,0.103920396,0.999842552
Ep300,3430.467149,1.144140014,1.134443435,1.008547433,0.313191728,0.999842552
Ift20,381.4110768,1.145205935,0.798127098,1.434866625,0.151325108,0.999842552
Gm33118,3.741370777,1.145592283,2.679672095,0.427512114,0.669006363,0.999842552
Jmjd1c,1464.832797,1.145976686,1.041806694,1.099989751,0.271336588,0.999842552
Gm38924,1.041932792,1.146890353,2.295784607,0.499563569,0.617382415,NA
Gm23428,4.325858264,1.147320252,1.386153245,0.827700873,0.407839924,0.999842552
Asb12,7.17595662,1.147341598,1.379927478,0.831450649,0.405719097,0.999842552
Mir3544,1.001384582,1.147449427,2.828630681,0.405655441,0.684995787,NA
Mir7677,1.001384582,1.147449427,2.828630681,0.405655441,0.684995787,NA
Snord2,89.60965234,1.147581689,2.186948671,0.524741026,0.599763233,0.999842552
Mir93,2.972703197,1.148240176,1.413094204,0.81257157,0.416463737,0.999842552
Cep290,447.9308268,1.149470596,0.849458944,1.353179696,0.17599823,0.999842552
Lmbrd2,531.4453451,1.149980909,0.948789358,1.21205081,0.225492932,0.999842552
Gm30061,8.401577758,1.150174373,1.274812792,0.902230022,0.36693469,0.999842552
Gm6020,76.75365311,1.150513897,0.86412993,1.331413087,0.183053126,0.999842552
Gm36753,30.55596384,1.151469576,0.755699322,1.523713919,0.127580191,0.999842552
Gm13494,3.09235149,1.151540591,1.569131366,0.733871374,0.463027135,0.999842552
Gm31692,9.84673197,1.151771763,1.400565557,0.822361907,0.410870953,0.999842552
Ppp2r2c,1.88350188,1.151985126,3.834655619,0.300414233,0.763861209,NA
Gm46349,49.55995142,1.153292767,1.596147763,0.72254762,0.469957859,0.999842552
4930432L08Rik,4.230743438,1.153615477,2.706550586,0.426230894,0.669939608,0.999842552
Scai,819.6732935,1.153680756,0.945037526,1.220777719,0.222170192,0.999842552
Gm13260,7.290411484,1.154108841,1.061352933,1.087394028,0.276862709,0.999842552
Gm13361,10.57811536,1.154177686,1.615266366,0.714543255,0.474891319,0.999842552
Snord88a,2.460507036,1.154489941,1.526141075,0.756476554,0.449363525,0.999842552
Ccdc152,11.48782577,1.155321847,1.306965067,0.883973012,0.376710782,0.999842552
Cobl,303.9026314,1.155539108,0.984244159,1.174037049,0.240380186,0.999842552
Sacs,1042.835975,1.155703271,1.015387184,1.138189735,0.255041264,0.999842552
Gm8770,10.19209104,1.155902589,1.323167414,0.873587557,0.382342905,0.999842552
Gm1096,0.942444017,1.156226715,3.940095255,0.293451463,0.769177094,NA
Gm12976,0.942444017,1.156226715,3.940095255,0.293451463,0.769177094,NA
Gm46839,0.942444017,1.156226715,3.940095255,0.293451463,0.769177094,NA
Vstm2b,17.83110586,1.157856543,0.969719252,1.194012123,0.232473226,0.999842552
Cfap126,100.7544368,1.158090796,0.715650847,1.618234368,0.105612099,0.999842552
Gm39335,3.76700376,1.158300884,3.78027375,0.306406615,0.759295072,0.999842552
Lancl3,183.4646762,1.158467464,1.422032722,0.814655982,0.415269256,0.999842552
Txnrd2,85.26246563,1.15889348,1.810132341,0.64022583,0.522025793,0.999842552
